text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,target,cleaned_text
penishead,penis,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,penishead
peter,peter puffer,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,peter
peter puffer,peter puffer,,,sexual orientation / gender,sexual anatomy / sexual acts,none,1.8,Strong,sexual orientation / gender_Strong,peter puffer
ph@ggots,faggot,,,sexual orientation / gender,none,none,2.8,Severe,sexual orientation / gender_Severe,phggots
phaggot,faggot,,,sexual orientation / gender,none,none,2.8,Severe,sexual orientation / gender_Severe,phaggot
phaggots,faggot,,,sexual orientation / gender,none,none,3.0,Severe,sexual orientation / gender_Severe,phaggots
phagot,faggot,,,sexual orientation / gender,none,none,3.0,Severe,sexual orientation / gender_Severe,phagot
phags,faggot,,,sexual orientation / gender,none,none,3.0,Severe,sexual orientation / gender_Severe,phags
phuc,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phuc
phucc,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phucc
phuccer,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phuccer
phucchead,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phucchead
phuccing,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,phuccing
phuck,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phuck
phuck3r,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,phuckr
phucked,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phucked
phucker,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phucker
phuckin,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phuckin
phucking,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.4,Strong,sexual anatomy / sexual acts_Strong,phucking
phuckings,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,phuckings
phucks,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phucks
phucup,fuck,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,phucup
phuk,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phuk
phuked,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phuked
phukeds,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phukeds
phukhead,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,phukhead
phuking,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phuking
phukings,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phukings
phukk,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,phukk
phukked,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phukked
phukkeds,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,phukkeds
phukker,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phukker
Phukking,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,phukking
phuks,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phuks
phukshit,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phukshit
phuku,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phuku
phukup,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,phukup
phuq,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phuq
phuqs,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,phuqs
phvckings,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,phvckings
pig fucker,fuck,pig,,sexual anatomy / sexual acts,animal references,none,2.8,Severe,sexual anatomy / sexual acts_Severe,pig fucker
pigfucker,fuck,pig,,sexual anatomy / sexual acts,animal references,none,2.6,Severe,sexual anatomy / sexual acts_Severe,pigfucker
pigfuckers,fuck,pig,,sexual anatomy / sexual acts,animal references,none,3.0,Severe,sexual anatomy / sexual acts_Severe,pigfuckers
pigfucking,fuck,pig,,sexual anatomy / sexual acts,animal references,none,2.6,Severe,sexual anatomy / sexual acts_Severe,pigfucking
pigfukker,fuck,pig,,sexual anatomy / sexual acts,animal references,none,2.8,Severe,sexual anatomy / sexual acts_Severe,pigfukker
piggyfuck,fuck,pig,,sexual anatomy / sexual acts,animal references,none,3.0,Severe,sexual anatomy / sexual acts_Severe,piggyfuck
pigshit,shit,pig,,bodily fluids / excrement,animal references,none,1.4,Mild,bodily fluids / excrement_Mild,pigshit
pillow biter,pillow biter,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,pillow biter
pillow-biter,pillow biter,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,pillowbiter
piss face,piss,,,bodily fluids / excrement,none,none,1.4,Mild,bodily fluids / excrement_Mild,piss face
piss off fuckhead,fuck,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,3.0,Severe,sexual anatomy / sexual acts_Severe,piss fuckhead
piss shit,piss,shit,,bodily fluids / excrement,none,none,1.4,Mild,bodily fluids / excrement_Mild,piss shit
pissoff,piss,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,pissoff
pissoffs,piss,,,bodily fluids / excrement,other / general insult,none,1.4,Mild,bodily fluids / excrement_Mild,pissoffs
pole licker,pole licker,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,pole licker
pole smoker,pole smoker,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,pole smoker
pole sucker,pole sucker,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,pole sucker
polesmoker,polesmoker,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.2,Strong,sexual anatomy / sexual acts_Strong,polesmoker
porch monkey,porch monkey,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,porch monkey
prick,prick,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,prick
prick-face,prick,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,prickface
prick-gobbler,prick,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,prickgobbler
prick-head,prick,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,prickhead
pricks,prick,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,prick
pu$sy,pussy,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,pusy
pu55y,pussy,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,puy
pull the pud,pull the pud,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,pull pud
punani,punani,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,punani
punk ass mofoes,motherfucker,ass,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,punk as mofoes
punkasses,ass,,,other / general insult,none,none,1.2,Mild,other / general insult_Mild,punkasses
puss,pussy,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,pus
pusses,pussy,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,puss
pussie,pussy,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,pussie
pussies,pussy,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.0,Mild,sexual anatomy / sexual acts_Mild,pussy
pussless,pussy,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,pussless
pusslicker,pussy,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,pusslicker
pussy,pussy,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,pussy
pussy cat,pussy,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,pussy cat
pussy fucker,fuck,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,pussy fucker
pussy lick,pussy,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,pussy lick
pussy licker,pussy,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,pussy licker
pussy licking,pussy,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,pussy licking
pussylickers,pussy,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,pussylickers
pussys,pussy,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,pussy
pussywhipped,pussy,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,pussywhipped
puta,punta,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,puta
puussy,pussy,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,puussy
puzzies,pussy,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,puzzies
puzzy,pussy,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,puzzy
queerasses,queer,ass,,sexual orientation / gender,none,none,3.0,Severe,sexual orientation / gender_Severe,queerasses
queers,queer,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,queer
r3t@rd,retard,,,mental disability,none,none,2.8,Severe,mental disability_Severe,rtrd
r3t@rded,retarded,,,mental disability,none,none,2.8,Severe,mental disability_Severe,rtrded
r3tard,retard,,,mental disability,none,none,2.6,Severe,mental disability_Severe,rtard
raghead,raghead,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,raghead
ragheads,raghead,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,ragheads
ragtard,retard,raghead,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,ragtard
ramrod,ramrod,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,ramrod
rat bastard,bastard,,,other / general insult,animal references,none,1.6,Strong,other / general insult_Strong,rat bastard
rat baztad,bastard,,,animal references,none,none,1.8,Strong,animal references_Strong,rat baztad
reacharound,reacharound,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,reacharound
rectum,rectum,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,rectum
redskin,redskin,,,racial / ethnic slurs,none,none,2.2,Strong,racial / ethnic slurs_Strong,redskin
retard,retard,,,mental disability,none,none,2.8,Severe,mental disability_Severe,retard
retardo,retard,,,physical disability,mental disability,none,2.6,Severe,physical disability_Severe,retardo
retardotron,retard,,,mental disability,none,none,1.8,Strong,mental disability_Strong,retardotron
rice monkey,monkey,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,rice monkey
rim job,rim job,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,rim job
s_h_i_,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shi
s_h_i_s,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shis
s-lut,slut,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,slut
s.o.b.,bitch,,,other / general insult,sexual orientation / gender,none,1.2,Mild,other / general insult_Mild,sob
s.o.b.s,bitch,,,other / general insult,sexual orientation / gender,none,1.6,Strong,other / general insult_Strong,sob
s/h/i/t,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shit
S&M,sadomasochism,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,sm
sack,ballsack,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,sack
salad tosser,salad tosser,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,salad tosser
sambo,sambo,,,racial / ethnic slurs,none,none,2.2,Strong,racial / ethnic slurs_Strong,sambo
sand nigger,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,sand nigger
sausage jockey,sausage jockey,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,sausage jockey
scamfuck,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.4,Strong,sexual anatomy / sexual acts_Strong,scamfuck
schlong,schlong,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,schlong
scumfuck,fuck,scum,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,scumfuck
scumfucker,fuck,scum,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,scumfucker
scumfvck,fuck,scum,,sexual anatomy / sexual acts,other / general insult,none,2.4,Strong,sexual anatomy / sexual acts_Strong,scumfvck
scummy,scum,,,other / general insult,none,none,1.2,Mild,other / general insult_Mild,scummy
scut,scut,,,other / general insult,none,none,1.0,Mild,other / general insult_Mild,scut
sh! +,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,sh
sh!+,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,sh
sh1s,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shs
sh1t,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,sht
sh1t3,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,sht
sh1td1ck,shit,dick,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,shtdck
sh1tdick,shit,dick,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,shtdick
sh1te,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shte
sh1tfuck,fuck,shit,,other / general insult,bodily fluids / excrement,none,2.6,Severe,other / general insult_Severe,shtfuck
sh1th3ad,shit,,,bodily fluids / excrement,mental disability,none,2.0,Strong,bodily fluids / excrement_Strong,shthad
sh1theads,shit,,,bodily fluids / excrement,other / general insult,none,2.0,Strong,bodily fluids / excrement_Strong,shtheads
sh1ts,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shts
sh1tsome,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shtsome
sh1tt,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shtt
sh1tty,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shtty
sh3mal3,shemale,,,sexual orientation / gender,none,none,2.6,Severe,sexual orientation / gender_Severe,shmal
sh3male,shemale,,,sexual orientation / gender,none,none,2.4,Strong,sexual orientation / gender_Strong,shmale
shat,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shat
she-male,shemale,,,sexual orientation / gender,none,none,2.8,Severe,sexual orientation / gender_Severe,shemale
sheeeet,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,sheeeet
sheet,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,sheet
sheister,shit,,,racial / ethnic slurs,none,none,2.0,Strong,racial / ethnic slurs_Strong,sheister
shemal3,shemale,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,shemal
shemale,shemale,,,sexual orientation / gender,none,none,2.6,Severe,sexual orientation / gender_Severe,shemale
shemales,shemale,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,shemales
shet,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shet
shi+,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shi
shi+e,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shie
shi+y,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shiy
shiat,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shiat
shiddick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,shiddick
shiester,shiester,,,racial / ethnic slurs,none,none,2.0,Strong,racial / ethnic slurs_Strong,shiester
shiesterfuck,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,none,2.2,Strong,sexual anatomy / sexual acts_Strong,shiesterfuck
shiesterfuckface,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,none,2.8,Severe,sexual anatomy / sexual acts_Severe,shiesterfuckface
shiesterfuckhead,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,none,2.2,Strong,sexual anatomy / sexual acts_Strong,shiesterfuckhead
shiesterfucks,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,none,2.4,Strong,sexual anatomy / sexual acts_Strong,shiesterfucks
shipdit,shit,,,bodily fluids / excrement,none,none,1.4,Mild,bodily fluids / excrement_Mild,shipdit
shit,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shit
shit face,shit,,,bodily fluids / excrement,physical attributes,none,1.8,Strong,bodily fluids / excrement_Strong,shit face
shit for brains,shit,,,bodily fluids / excrement,mental disability,none,1.6,Strong,bodily fluids / excrement_Strong,shit brain
shit fuck,fuck,shit,,other / general insult,bodily fluids / excrement,none,2.4,Strong,other / general insult_Strong,shit fuck
shit fucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.8,Severe,sexual anatomy / sexual acts_Severe,shit fucker
shit head,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shit head
shit licker,shit,,,bodily fluids / excrement,sexual anatomy / sexual acts,none,2.0,Strong,bodily fluids / excrement_Strong,shit licker
shit stain,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shit stain
shit-arse,shit,arse,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,shitarse
shit-ass,shit,ass,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,shitass
shit-bandit,shit,,,bodily fluids / excrement,other / general insult,none,1.6,Strong,bodily fluids / excrement_Strong,shitbandit
shit-fucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.6,Severe,sexual anatomy / sexual acts_Severe,shitfucker
shit-stuffers,shit,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong,sexual anatomy / sexual acts_Strong,shitstuffers
shit3,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shit
shitass,shit,ass,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,shitass
shitasses,shit,ass,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,shitasses
shitassfucker,fuck,shit,ass,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.6,Severe,sexual anatomy / sexual acts_Severe,shitassfucker
shitassfuckface,fuck,shit,ass,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe,sexual anatomy / sexual acts_Severe,shitassfuckface
shitbag,shit,,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,shitbag
shitbird,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shitbird
shitblimp,shit,,,bodily fluids / excrement,physical attributes,none,1.6,Strong,bodily fluids / excrement_Strong,shitblimp
shitblimps,shit,,,bodily fluids / excrement,physical attributes,none,1.6,Strong,bodily fluids / excrement_Strong,shitblimps
shitbrain,shit,,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,shitbrain
shitd1ck,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,shitdck
shitdick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong,sexual anatomy / sexual acts_Strong,shitdick
shitdicks,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,shitdicks
shitdikk,shit,dick,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,shitdikk
shitdip,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shitdip
shite,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shite
shiteblimps,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shiteblimps
shited,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shited
shitedick,shit,dick,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,shitedick
shitefuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,1.6,Strong,sexual anatomy / sexual acts_Strong,shitefuck
shitefulls,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shitefulls
shitehead,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shitehead
shites,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shite
shitey,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shitey
shitface,shit,,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,shitface
shitfaced,shit,,,bodily fluids / excrement,physical attributes,none,1.2,Mild,bodily fluids / excrement_Mild,shitfaced
shitfacefuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.8,Severe,sexual anatomy / sexual acts_Severe,shitfacefuck
shitfacefucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.6,Severe,sexual anatomy / sexual acts_Severe,shitfacefucker
shitfck,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong,sexual anatomy / sexual acts_Strong,shitfck
shitfk,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong,sexual anatomy / sexual acts_Strong,shitfk
shitfreak,shit,,,bodily fluids / excrement,none,none,2.0,Strong,bodily fluids / excrement_Strong,shitfreak
shitfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,shitfuck
shitfucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong,sexual anatomy / sexual acts_Strong,shitfucker
shitfuckhead,fuck,shit,,other / general insult,bodily fluids / excrement,none,2.6,Severe,other / general insult_Severe,shitfuckhead
shitfuckmotherfucker,motherfucker,shit,fuck,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe,sexual anatomy / sexual acts_Severe,shitfuckmotherfucker
shitfucks,fuck,shit,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,shitfucks
shitfudgefucker,fuck,shit,fudge packer,bodily fluids / excrement,other / general insult,none,2.6,Severe,bodily fluids / excrement_Severe,shitfudgefucker
shitfvck,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.2,Strong,sexual anatomy / sexual acts_Strong,shitfvck
shithead,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shithead
shitheadfucker,fuck,shit,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,shitheadfucker
shitheadfuckface,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.4,Strong,sexual anatomy / sexual acts_Strong,shitheadfuckface
shitheads,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,shithead
shithole,shit,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong,sexual anatomy / sexual acts_Strong,shithole
shits,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shit
shitsdick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong,sexual anatomy / sexual acts_Strong,shitsdick
shitsfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,shitsfuck
shitsful,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shitsful
shittastic,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shittastic
shittasticfuck,fuck,shit,,bodily fluids / excrement,none,none,2.2,Strong,bodily fluids / excrement_Strong,shittasticfuck
shitte,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shitte
shitted,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shitted
shitter,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shitter
shitterfucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.6,Severe,sexual anatomy / sexual acts_Severe,shitterfucker
shitti,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shitti
shitties,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shitties
shittiest,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shittiest
shitting,shit,,,bodily fluids / excrement,none,none,1.4,Mild,bodily fluids / excrement_Mild,shitting
shittings,shit,,,bodily fluids / excrement,none,none,1.2,Mild,bodily fluids / excrement_Mild,shitting
shitty,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,shitty
