text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,processed_text
motherfecker,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe,motherfecker
motherfk,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,motherfk
motherfucca,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe,motherfucca
motherfuccas,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,motherfuccas
motherfuccers,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,motherfuccers
motherfuck,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong,motherfuck
motherfucked,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,motherfucked
motherfuckeds,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,motherfuckeds
motherfucker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,motherfucker
motherfuckers,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,motherfucker
motherfuckin,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe,motherfuckin
motherfucking,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,motherfucking
motherfuckings,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,motherfuckings
motherfuckingshit,motherfucker,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe,motherfuckingshit
motherfuckins,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,motherfuckins
motherfuckka,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,motherfuckka
motherfuckkas,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,motherfuckkas
motherfuckkers,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,motherfuckkers
motherfucks,motherfucker,,,sexual anatomy / sexual acts,sexual orientation / gender,,3.0,Severe,motherfucks
motherfukka,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,motherfukka
motherfukker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,motherfukker
motherfukkings,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe,motherfukkings
motherfvck,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe,motherfvck
motherfvcked,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe,motherfvcked
motherfvckeds,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,motherfvckeds
motherfvcker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,motherfvcker
motherfvckers,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,motherfvckers
motherfvcking,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,motherfvcking
motherfxck,motherfucker,,,other / general insult,,,2.4,Strong,motherfxck
motherfxcking,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe,motherfxcking
mothfck,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe,mothfck
mothter fuck,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,mothter fuck
mtherfuker,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,mtherfuker
mthrfcker,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe,mthrfcker
muddafukkas,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,muddafukkas
mudderfuk,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,mudderfuk
mudderfukker,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe,mudderfukker
mufdive,muff,,,sexual anatomy / sexual acts,,,1.8,Strong,mufdive
mufdivin,muff,,,sexual anatomy / sexual acts,,,2.8,Severe,mufdivin
muff,muff,,,sexual anatomy / sexual acts,,,1.4,Mild,muff
muffdiving,muff,,,sexual anatomy / sexual acts,,,2.0,Strong,muffdiving
muffdivings,muff,,,sexual anatomy / sexual acts,,,2.2,Strong,muffdivings
muffindivin,muff,,,sexual anatomy / sexual acts,,,1.8,Strong,muffindivin
muffindiving,muff,,,sexual anatomy / sexual acts,,,1.8,Strong,muffindiving
muhfucking,motherfucker,,,sexual anatomy / sexual acts,,,2.4,Strong,muhfucking
mushroom tip,mushroom tip,,,sexual anatomy / sexual acts,,,1.4,Mild,mushroom tip
mutha fucka,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,mutha fucka
mutha fucker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong,mutha fucker
muthafecker,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe,muthafecker
muthafeckers,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,muthafeckers
muthafucka,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,muthafucka
muthafuckers,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,muthafuckers
muthafuckings,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,muthafuckings
muthafuckker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3.0,Severe,muthafuckker
muthafuckkers,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe,muthafuckkers
muthafukka,motherfucker,,,sexual anatomy / sexual acts,,,3.0,Severe,muthafukka
mutherfucker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe,mutherfucker
mutherfuckers,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,mutherfuckers
n0bhead,knob,,,sexual anatomy / sexual acts,,,1.6,Strong,n0bhead
n0bj0cky,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.4,Strong,n0bj0cky
n1ckker,nigger,,,racial / ethnic slurs,,,2.8,Severe,n1ckker
n1g3r,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1g3r
n1g3rz,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1g3rz
n1gg@,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1gg
n1gg@hs,niggger,,,racial / ethnic slurs,,,2.8,Severe,n1gghs
n1gg3r,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1gg3r
n1gg3rs,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1gg3rs
n1gga,nigger,,,racial / ethnic slurs,,,2.4,Strong,n1gga
n1ggah,nigger,,,racial / ethnic slurs,,,2.8,Severe,n1ggah
n1ggahs,niggers,,,racial / ethnic slurs,,,3.0,Severe,n1ggahs
n1ggas,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1ggas
n1ggazes,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1ggazes
n1gger,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1gger
n1ggers,nigger,,,racial / ethnic slurs,,,3.0,Severe,n1ggers
n1gguh,nigger,,,racial / ethnic slurs,,,2.8,Severe,n1gguh
n3gro,negro,,,racial / ethnic slurs,,,2.4,Strong,n3gro
negga,nigger,,,racial / ethnic slurs,,,2.8,Severe,negga
neggar,nigger,,,racial / ethnic slurs,,,2.8,Severe,neggar
negr0,negro,,,racial / ethnic slurs,,,2.8,Severe,negr0
negro,negro,,,racial / ethnic slurs,,,2.0,Strong,negro
negroes,negro,,,racial / ethnic slurs,,,2.6,Severe,negro
negroid,negro,,,racial / ethnic slurs,,,2.6,Severe,negroid
niccer,nigger,,,racial / ethnic slurs,,,2.6,Severe,niccer
nicka,nigger,,,racial / ethnic slurs,,,2.6,Severe,nicka
nickas,nigger,,,racial / ethnic slurs,,,2.8,Severe,nickas
nicker,nigger,,,racial / ethnic slurs,,,3.0,Severe,nicker
nickk3r,nigger,,,racial / ethnic slurs,,,3.0,Severe,nickk3r
nickker,nigger,,,racial / ethnic slurs,,,3.0,Severe,nickker
nig,nigger,,,racial / ethnic slurs,,,3.0,Severe,nig
nig-nog,nigger,,,racial / ethnic slurs,,,2.8,Severe,nignog
niga,nigger,,,racial / ethnic slurs,,,2.6,Severe,niga
nigah,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigah
nigasses,nigger,ass,,racial / ethnic slurs,,,3.0,Severe,nigasses
nigers,nigger,,,racial / ethnic slurs,,,3.0,Severe,niger
nigg@,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigg
nigg@hs,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigghs
nigg@s,nigger,,,racial / ethnic slurs,,,2.8,Severe,niggs
nigg@z,nigger,,,racial / ethnic slurs,,,2.6,Severe,niggz
nigg@zzes,nigger,,,racial / ethnic slurs,,,2.8,Severe,niggzzes
nigg3r,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigg3r
nigg3rs,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigg3rs
nigg4h,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigg4h
nigg4hs,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigg4hs
nigga,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigga
nigga lover,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigga lover
niggah,nigger,,,racial / ethnic slurs,,,2.8,Severe,niggah
niggahs,nigger,,,racial / ethnic slurs,,,2.2,Strong,niggahs
niggahz,nigger,,,racial / ethnic slurs,,,3.0,Severe,niggahz
niggas,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigga
niggass,nigger,ass,,racial / ethnic slurs,,,2.6,Severe,niggass
niggaz,nigger,,,racial / ethnic slurs,,,2.2,Strong,niggaz
niggazzes,nigger,,,racial / ethnic slurs,,,2.8,Severe,niggazzes
nigger,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigger
nigger lover,nigger,,,racial / ethnic slurs,sexual anatomy / sexual acts,,3.0,Severe,nigger lover
niggers,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigger
niggerz,nigger,,,racial / ethnic slurs,,,3.0,Severe,niggerz
niggir,nigger,,,racial / ethnic slurs,,,3.0,Severe,niggir
niggress,nigger,,,racial / ethnic slurs,,,3.0,Severe,niggress
nigguh,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigguh
nigguhs,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigguhs
nigguhz,nigger,,,racial / ethnic slurs,,,3.0,Severe,nigguhz
niglet,nigger,,,racial / ethnic slurs,,,3.0,Severe,niglet
nignigs,nigger,,,racial / ethnic slurs,,,3.0,Severe,nignigs
nignog,nigger,,,racial / ethnic slurs,,,2.8,Severe,nignog
nigra,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigra
nigre,nigger,nigga,,racial / ethnic slurs,,,3.0,Severe,nigre
nigs,nigger,,,racial / ethnic slurs,,,2.8,Severe,nigs
niguh,nigger,,,racial / ethnic slurs,,,2.8,Severe,niguh
nikk3r,nigger,,,racial / ethnic slurs,,,3.0,Severe,nikk3r
nikkas,nigger,,,racial / ethnic slurs,,,3.0,Severe,nikkas
nikker,nigger,,,racial / ethnic slurs,,,2.8,Severe,nikker
nip,nipple,,,sexual anatomy / sexual acts,,,2.0,Strong,nip
nob jockey,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.2,Strong,nob jockey
nob jokeys,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong,nob jokeys
nobbyhead,knob,,,sexual anatomy / sexual acts,,,1.4,Mild,nobbyhead
nobhead,knob,,,sexual anatomy / sexual acts,,,1.6,Strong,nobhead
nobheads,knob,,,sexual anatomy / sexual acts,,,1.4,Mild,nobheads
nobj0key,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong,nobj0key
nobjockies,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong,nobjockies
nobjocky,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.4,Strong,nobjocky
nobjokey,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.0,Strong,nobjokey
nobjokeys,knob,,,sexual orientation / gender,,,1.8,Strong,nobjokeys
nobs,knob,,,sexual anatomy / sexual acts,,,1.2,Mild,nob
nonce,nonce,,,other / general insult,,,1.4,Mild,nonce
nuckas,nigger,,,racial / ethnic slurs,,,2.6,Severe,nuckas
nuggets,nigger,,,racial / ethnic slurs,bodily fluids / excrement,,1.2,Mild,nugget
nut butter,nut butter,,,bodily fluids / excrement,,,1.4,Mild,nut butter
nutsack,nutsack,,,sexual anatomy / sexual acts,,,1.8,Strong,nutsack
nutsacks,nutsack,,,sexual anatomy / sexual acts,,,1.6,Strong,nutsacks
nympho,nymph,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.0,Mild,nympho
nymphomaniac,nymph,,,other / general insult,,,1.4,Mild,nymphomaniac
octopussy,pussy,,,sexual anatomy / sexual acts,,,1.2,Mild,octopussy
oven dodger,oven dodger,,,racial / ethnic slurs,,,2.0,Strong,oven dodger
p3n1shead,penis,,,sexual anatomy / sexual acts,,,1.8,Strong,p3n1shead
p3nisfcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,,3.0,Severe,p3nisfcker
p3nisfcukers,fuck,penis,,sexual anatomy / sexual acts,sexual orientation / gender,,2.8,Severe,p3nisfcukers
p3nisfvcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,,2.8,Severe,p3nisfvcker
p3nisfvckers,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,,2.8,Severe,p3nisfvckers
pack my fudge,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong,pack fudge
packerfudgehead,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong,packerfudgehead
packing fudge,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong,packing fudge
packing fudgehead,fudge packer,,,bodily fluids / excrement,sexual anatomy / sexual acts,sexual orientation / gender,1.8,Strong,packing fudgehead
packingfudge,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong,packingfudge
packingfudgefucker,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,2.8,Severe,packingfudgefucker
packingfudgefucking,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,2.4,Strong,packingfudgefucking
packsomefudgefucker,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,2.4,Strong,packsomefudgefucker
paki,paki,,,racial / ethnic slurs,,,2.6,Severe,paki
palm jockey,palm jockey,,,sexual anatomy / sexual acts,,,1.2,Mild,palm jockey
pancake face,pancake face,,,racial / ethnic slurs,,,1.6,Strong,pancake face
pecker,pecker,,,sexual anatomy / sexual acts,,,1.4,Mild,pecker
peckerhead,pecker,,,sexual anatomy / sexual acts,,,1.6,Strong,peckerhead
pedo,pedophile,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,pedo
pedobear,pedophile,,,sexual orientation / gender,,,2.0,Strong,pedobear
pedobears,pedophile,,,other / general insult,animal references,,2.2,Strong,pedobears
pedophl,pedophile,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,pedophl
pedos,pedophile,,,other / general insult,,,2.4,Strong,pedos
pedoz,pedophile,,,sexual anatomy / sexual acts,other / general insult,,2.0,Strong,pedoz
peen,penis,,,sexual anatomy / sexual acts,,,1.0,Mild,peen
peener,penis,,,sexual anatomy / sexual acts,,,1.0,Mild,peener
penisfcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,,3.0,Severe,penisfcker
penisfuccer,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,,2.8,Severe,penisfuccer
penisfucker,fuck,penis,,sexual anatomy / sexual acts,,,3.0,Severe,penisfucker
penisfuckers,fuck,penis,,sexual anatomy / sexual acts,sexual orientation / gender,,3.0,Severe,penisfuckers
penisfvcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,,3.0,Severe,penisfvcker
penisfvckers,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,,2.8,Severe,penisfvckers
penishead,penis,,,sexual anatomy / sexual acts,,,1.4,Mild,penishead
peter,peter puffer,,,sexual anatomy / sexual acts,,,1.0,Mild,peter
peter puffer,peter puffer,,,sexual orientation / gender,sexual anatomy / sexual acts,,1.8,Strong,peter puffer
ph@ggots,faggot,,,sexual orientation / gender,,,2.8,Severe,phggots
phaggot,faggot,,,sexual orientation / gender,,,2.8,Severe,phaggot
phaggots,faggot,,,sexual orientation / gender,,,3.0,Severe,phaggots
phagot,faggot,,,sexual orientation / gender,,,3.0,Severe,phagot
phags,faggot,,,sexual orientation / gender,,,3.0,Severe,phags
phuc,fuck,,,sexual anatomy / sexual acts,,,2.0,Strong,phuc
phucc,fuck,,,sexual anatomy / sexual acts,,,2.0,Strong,phucc
phuccer,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,phuccer
phucchead,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.0,Strong,phucchead
phuccing,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong,phuccing
phuck,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,phuck
phuck3r,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong,phuck3r
phucked,fuck,,,sexual anatomy / sexual acts,,,2.0,Strong,phucked
phucker,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong,phucker
phuckin,fuck,,,sexual anatomy / sexual acts,,,2.0,Strong,phuckin
phucking,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong,phucking
phuckings,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong,phuckings
phucks,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.0,Strong,phucks
phucup,fuck,,,sexual anatomy / sexual acts,,,1.8,Strong,phucup
phuk,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.0,Strong,phuk
phuked,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,phuked
phukeds,fuck,,,sexual anatomy / sexual acts,,,2.0,Strong,phukeds
phukhead,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong,phukhead
phuking,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong,phuking
phukings,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,phukings
phukk,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong,phukk
phukked,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.0,Strong,phukked
phukkeds,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.0,Strong,phukkeds
phukker,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong,phukker
Phukking,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong,phukking
phuks,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,phuks
phukshit,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong,phukshit
phuku,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong,phuku
phukup,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong,phukup
phuq,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong,phuq
phuqs,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong,phuqs
phvckings,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong,phvckings
pig fucker,fuck,pig,,sexual anatomy / sexual acts,animal references,,2.8,Severe,pig fucker
pigfucker,fuck,pig,,sexual anatomy / sexual acts,animal references,,2.6,Severe,pigfucker
pigfuckers,fuck,pig,,sexual anatomy / sexual acts,animal references,,3.0,Severe,pigfuckers
pigfucking,fuck,pig,,sexual anatomy / sexual acts,animal references,,2.6,Severe,pigfucking
pigfukker,fuck,pig,,sexual anatomy / sexual acts,animal references,,2.8,Severe,pigfukker
piggyfuck,fuck,pig,,sexual anatomy / sexual acts,animal references,,3.0,Severe,piggyfuck
pigshit,shit,pig,,bodily fluids / excrement,animal references,,1.4,Mild,pigshit
pillow biter,pillow biter,,,sexual anatomy / sexual acts,,,2.4,Strong,pillow biter
pillow-biter,pillow biter,,,sexual orientation / gender,,,1.6,Strong,pillowbiter
piss face,piss,,,bodily fluids / excrement,,,1.4,Mild,piss face
piss off fuckhead,fuck,,,sexual anatomy / sexual acts,bodily fluids / excrement,,3.0,Severe,piss fuckhead
piss shit,piss,shit,,bodily fluids / excrement,,,1.4,Mild,piss shit
pissoff,piss,,,bodily fluids / excrement,,,1.2,Mild,pissoff
pissoffs,piss,,,bodily fluids / excrement,other / general insult,,1.4,Mild,pissoffs
pole licker,pole licker,,,sexual anatomy / sexual acts,,,2.2,Strong,pole licker
pole smoker,pole smoker,,,sexual anatomy / sexual acts,,,2.0,Strong,pole smoker
pole sucker,pole sucker,,,sexual anatomy / sexual acts,,,1.8,Strong,pole sucker
polesmoker,polesmoker,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.2,Strong,polesmoker
porch monkey,porch monkey,,,racial / ethnic slurs,,,3.0,Severe,porch monkey
prick,prick,,,sexual anatomy / sexual acts,,,1.0,Mild,prick
prick-face,prick,,,sexual anatomy / sexual acts,,,1.2,Mild,prickface
prick-gobbler,prick,,,sexual anatomy / sexual acts,,,2.2,Strong,prickgobbler
prick-head,prick,,,sexual anatomy / sexual acts,,,1.8,Strong,prickhead
pricks,prick,,,sexual anatomy / sexual acts,,,1.0,Mild,prick
pu$sy,pussy,,,sexual anatomy / sexual acts,,,1.6,Strong,pusy
pu55y,pussy,,,sexual anatomy / sexual acts,,,1.6,Strong,pu55y
pull the pud,pull the pud,,,sexual anatomy / sexual acts,,,1.2,Mild,pull pud
punani,punani,,,sexual anatomy / sexual acts,,,1.8,Strong,punani
punk ass mofoes,motherfucker,ass,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,punk as mofoes
punkasses,ass,,,other / general insult,,,1.2,Mild,punkasses
puss,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild,pus
pusses,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild,puss
pussie,pussy,,,sexual anatomy / sexual acts,,,2.0,Strong,pussie
pussies,pussy,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.0,Mild,pussy
pussless,pussy,,,sexual anatomy / sexual acts,,,2.0,Strong,pussless
pusslicker,pussy,,,sexual anatomy / sexual acts,,,2.2,Strong,pusslicker
pussy,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild,pussy
pussy cat,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild,pussy cat
pussy fucker,fuck,,,sexual anatomy / sexual acts,,,2.8,Severe,pussy fucker
pussy lick,pussy,,,sexual anatomy / sexual acts,,,2.4,Strong,pussy lick
pussy licker,pussy,,,sexual anatomy / sexual acts,,,2.4,Strong,pussy licker
pussy licking,pussy,,,sexual anatomy / sexual acts,,,2.4,Strong,pussy licking
pussylickers,pussy,,,sexual anatomy / sexual acts,,,2.8,Severe,pussylickers
pussys,pussy,,,sexual anatomy / sexual acts,,,2.0,Strong,pussy
pussywhipped,pussy,,,sexual anatomy / sexual acts,,,1.8,Strong,pussywhipped
puta,punta,,,sexual orientation / gender,,,1.8,Strong,puta
puussy,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild,puussy
puzzies,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild,puzzies
puzzy,pussy,,,sexual anatomy / sexual acts,,,1.2,Mild,puzzy
queerasses,queer,ass,,sexual orientation / gender,,,3.0,Severe,queerasses
queers,queer,,,sexual orientation / gender,,,1.8,Strong,queer
r3t@rd,retard,,,mental disability,,,2.8,Severe,r3trd
r3t@rded,retarded,,,mental disability,,,2.8,Severe,r3trded
r3tard,retard,,,mental disability,,,2.6,Severe,r3tard
raghead,raghead,,,racial / ethnic slurs,,,3.0,Severe,raghead
ragheads,raghead,,,racial / ethnic slurs,,,2.6,Severe,ragheads
ragtard,retard,raghead,,racial / ethnic slurs,,,3.0,Severe,ragtard
ramrod,ramrod,,,sexual anatomy / sexual acts,,,1.0,Mild,ramrod
rat bastard,bastard,,,other / general insult,animal references,,1.6,Strong,rat bastard
rat baztad,bastard,,,animal references,,,1.8,Strong,rat baztad
reacharound,reacharound,,,sexual anatomy / sexual acts,,,1.2,Mild,reacharound
rectum,rectum,,,sexual anatomy / sexual acts,,,1.0,Mild,rectum
redskin,redskin,,,racial / ethnic slurs,,,2.2,Strong,redskin
retard,retard,,,mental disability,,,2.8,Severe,retard
retardotron,retard,,,mental disability,,,1.8,Strong,retardotron
rice monkey,monkey,,,racial / ethnic slurs,,,3.0,Severe,rice monkey
rim job,rim job,,,sexual anatomy / sexual acts,,,2.0,Strong,rim job
s_h_i_,shit,,,bodily fluids / excrement,,,1.2,Mild,shi
s_h_i_s,shit,,,bodily fluids / excrement,,,1.0,Mild,shis
s-lut,slut,,,sexual orientation / gender,,,1.8,Strong,slut
s.o.b.,bitch,,,other / general insult,sexual orientation / gender,,1.2,Mild,sob
s.o.b.s,bitch,,,other / general insult,sexual orientation / gender,,1.6,Strong,sob
s/h/i/t,shit,,,bodily fluids / excrement,,,1.0,Mild,shit
S&M,sadomasochism,,,sexual anatomy / sexual acts,,,1.0,Mild,sm
sack,ballsack,,,sexual anatomy / sexual acts,,,1.0,Mild,sack
salad tosser,salad tosser,,,sexual anatomy / sexual acts,,,2.0,Strong,salad tosser
sambo,sambo,,,racial / ethnic slurs,,,2.2,Strong,sambo
sand nigger,nigger,,,racial / ethnic slurs,,,3.0,Severe,sand nigger
sausage jockey,sausage jockey,,,sexual anatomy / sexual acts,,,2.6,Severe,sausage jockey
scamfuck,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong,scamfuck
schlong,schlong,,,sexual anatomy / sexual acts,,,1.0,Mild,schlong
scumfuck,fuck,scum,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,scumfuck
scumfucker,fuck,scum,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe,scumfucker
scumfvck,fuck,scum,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong,scumfvck
scummy,scum,,,other / general insult,,,1.2,Mild,scummy
scut,scut,,,other / general insult,,,1.0,Mild,scut
sh! +,shit,,,bodily fluids / excrement,,,1.2,Mild,sh
sh!+,shit,,,bodily fluids / excrement,,,1.0,Mild,sh
sh1s,shit,,,bodily fluids / excrement,,,1.0,Mild,sh1s
sh1t,shit,,,bodily fluids / excrement,,,1.2,Mild,sh1t
sh1t3,shit,,,bodily fluids / excrement,,,1.0,Mild,sh1t3
sh1td1ck,shit,dick,,bodily fluids / excrement,,,2.0,Strong,sh1td1ck
sh1tdick,shit,dick,,sexual anatomy / sexual acts,,,2.4,Strong,sh1tdick
sh1te,shit,,,bodily fluids / excrement,,,1.0,Mild,sh1te
sh1tfuck,fuck,shit,,other / general insult,bodily fluids / excrement,,2.6,Severe,sh1tfuck
sh1th3ad,shit,,,bodily fluids / excrement,mental disability,,2.0,Strong,sh1th3ad
sh1theads,shit,,,bodily fluids / excrement,other / general insult,,2.0,Strong,sh1theads
sh1ts,shit,,,bodily fluids / excrement,,,1.0,Mild,sh1ts
sh1tsome,shit,,,bodily fluids / excrement,,,1.2,Mild,sh1tsome
sh1tt,shit,,,bodily fluids / excrement,,,1.0,Mild,sh1tt
sh1tty,shit,,,bodily fluids / excrement,,,1.2,Mild,sh1tty
sh3mal3,shemale,,,sexual orientation / gender,,,2.6,Severe,sh3mal3
sh3male,shemale,,,sexual orientation / gender,,,2.4,Strong,sh3male
shat,shit,,,bodily fluids / excrement,,,1.2,Mild,shat
she-male,shemale,,,sexual orientation / gender,,,2.8,Severe,shemale
sheeeet,shit,,,bodily fluids / excrement,,,1.0,Mild,sheeeet
sheet,shit,,,bodily fluids / excrement,,,1.0,Mild,sheet
